,CLIA,FACILITY_TYPE,CERTIFICATE_TYPE,LAB_NAME,STREET,CITY,STATE,ZIP,PHONE,Contact,Touch 1,Touch 2,Touch 3,Touch 4,Call Tag 1,Call Tag 2
70630,14D2014702,Physician Office,Microscopy,N M Primary & Specialty Care,"259 E Erie St, Floor 22",Chicago,IL,60611,(312) 472-4550,nan,nan,nan,nan,nan,nan,nan
70631,14D2045487,Physician Office,Microscopy,Dupage Medical Group - Washington Derm,"640 Sth Washington, Ste 268",Naperville,IL,60540,(630) 547-5040,nan,nan,nan,nan,nan,nan,nan
70632,14D2082552,Physician Office,Microscopy,Rush University Medical Center,Rush Associates In Womens Health,Chicago,IL,60612,(312) 942-8139,nan,nan,nan,nan,nan,nan,nan
70634,14D2149316,Physician Office,Microscopy,Washington University Physicians In Illinois,1414 Cross St - Ste 140,Shiloh,IL,62269,(314) 454-2115,nan,nan,nan,nan,nan,nan,nan
70635,14D2150338,Physician Office,Microscopy,Specialized Podiatry,1111 Superior St #302,Melrose Park,IL,60160,(800) 595-5490,nan,nan,nan,nan,nan,nan,nan
70636,14D2152064,Physician Office,Microscopy,Advocate Medical Group Libertyville Ob/Gyn,890 Garifeld - Ste 200,Libertyville,IL,60048,(773) 295-3101,nan,nan,nan,nan,nan,nan,nan
70637,14D2152801,Physician Office,Microscopy,Gateway Medical Group Red Bud,325 Spring St - Specialty Clinic,Red Bud,IL,62278,(618) 798-8450,nan,nan,nan,nan,nan,nan,nan
70639,14D2154441,Physician Office,Microscopy,N M G - General Derm Arkes 1600,676 N Saint Clair - Ste 16-801,Chicago,IL,60611,(312) 695-1922,nan,nan,nan,nan,nan,nan,nan
70640,14D2154442,Physician Office,Microscopy,N M G - General Derm Arkes 1725,676 N Saint Clair - Ste 1725,Chicago,IL,60611,(312) 695-1922,nan,nan,nan,nan,nan,nan,nan
70641,14D2154514,Physician Office,Registration,N M F R M Andrology Services West,2 Trans Am Plaza - Ste 400,Oakbrook Ter,IL,60181,(312) 695-1364,nan,nan,nan,nan,nan,nan,nan
70642,14D2155170,Physician Office,Microscopy,Northshore University Health System - Deerpath,731 S Il Route 21 - Ste 130,Gurnee,IL,60031,(847) 968-5708,nan,nan,nan,nan,nan,nan,nan
70643,14D2155172,Physician Office,Compliance,"Basko Dermatology, L L C",1331 W 75th St - Ste 402,Naperville,IL,60540,(630) 596-8045,nan,nan,nan,nan,nan,nan,nan
70644,14D2155782,Physician Office,Compliance,Sheth Dermatology & Med Spa,124 Odgen Ave,Downers Grove,IL,60515,(630) 521-3376,nan,nan,nan,nan,nan,nan,nan
70645,14D2156090,Physician Office,Microscopy,Thrive O B S C,27750 W Hwy 22 - Ste 120,Barrington,IL,60010,(847) 277-0500,nan,nan,nan,nan,nan,nan,nan
70646,14D2156198,Physician Office,Compliance,Blessing Physicians Services Dermatology,1132 Broadway - Ste 200,Quincy,IL,62301,(217) 214-6250,nan,nan,nan,nan,nan,nan,nan
70648,14D2156700,Physician Office,Compliance,Dupage Medical Group - Bolingbrook Lab,145 N Weber Rd,Bolingbrook,IL,60440,(630) 545-7811,nan,nan,nan,nan,nan,nan,nan
70649,14D2157264,Physician Office,Microscopy,Heartland Women's Healthcare,723 Station Crossing,Waterloo,IL,62298,(618) 997-5266,nan,nan,nan,nan,nan,nan,nan
70650,14D2157894,Physician Office,Compliance,Unitypoint Clinic Family Med - Methodist North,2338 W Van Winkle Way - Ste 3300,Peoria,IL,61615,(309) 693-2020,nan,nan,nan,nan,nan,nan,nan
70652,14D2158146,Physician Office,Microscopy,N M G - Galter 20 Urology,675 N St Clair - Ste 20-150,Chicago,IL,60611,(312) 695-2902,nan,nan,nan,nan,nan,nan,nan
70653,14D2158352,Physician Office,Microscopy,Rush Oak Brook,2011 York Rd - Ste 2000,Oak Brook,IL,60523,(630) 724-1310,nan,nan,nan,nan,nan,nan,nan
70654,14D2158498,Physician Office,Microscopy,Amita Hlth Med Grp Ob/Gyn Hoffman Est/Lake Zurich,235 S Rand Rd,Lake Zurich,IL,60047,(847) 839-0900,nan,nan,nan,nan,nan,nan,nan
70655,14D2158694,Physician Office,Microscopy,"Christina H Dothager, M D, L L C",787 Sunset Blvd - Ste 200,O Fallon,IL,62269,(618) 726-2229,nan,nan,nan,nan,nan,nan,nan
70656,14D2160628,Physician Office,Microscopy,Advocate Medical Group Chicago - 1273 N Milwaukee,1273 N Milwaukee,Chicago,IL,60622,(773) 295-3101,nan,nan,nan,nan,nan,nan,nan
70657,14D2162994,Physician Office,Microscopy,Advocate Outpatient Center - Oak Lawn,9555 S 52nd Ave,Oak Lawn,IL,60453,(773) 295-3101,nan,nan,nan,nan,nan,nan,nan
70659,14D2165698,Physician Office,Microscopy,Regional Medical Group Woodstock M O B 2 - Ste B,3707 Doty Rd - Ste B,Woodstock,IL,60098,(815) 337-1983,nan,nan,nan,nan,nan,nan,nan
70660,14D2166407,Physician Office,Microscopy,Northshore University Health System,1000 E Rollins Rd,Round Lake Beach,IL,60073,(847) 432-1558,nan,nan,nan,nan,nan,nan,nan
70665,14D2167912,Physician Office,Microscopy,Advocate Medical Group Imani Village,901 E 95th,Chicago,IL,60619,(773) 295-3101,nan,nan,nan,nan,nan,nan,nan
70666,14D2167936,Physician Office,Microscopy,Heartland Women's Healthcare,1170 Fortune Blvd,Shiloh,IL,62269,(618) 997-5266,nan,nan,nan,nan,nan,nan,nan
70667,14D2168259,Physician Office,Registration,Precision Dermatopathology,333 Skokie Blvd - Ste 107,Northbrook,IL,60062,(847) 421-8732,nan,nan,nan,nan,nan,nan,nan
70668,14D2168324,Physician Office,Microscopy,Joliet Dermatology,823 129th Infantry Dr - Unit 105,Joliet,IL,60435,(815) 941-5160,nan,nan,nan,nan,nan,nan,nan
70669,14D2169107,Physician Office,Microscopy,S S M Health M F M / W I S H Carbondale,900 E Walnut - Ste 5,Carbondale,IL,62901,(618) 519-9182,nan,nan,nan,nan,nan,nan,nan
70670,14D2169778,Physician Office,Registration,Dupage Medical Group - Lockport Lab,1206 E 9th St - St 200,Lockport,IL,60441,(630) 545-7811,nan,nan,nan,nan,nan,nan,nan
70671,14D2170559,Physician Office,Microscopy,"Joseph J Furlin M D, S C",6925 W Cermak Rd - 1st Flr,Berwyn,IL,60402,(708) 615-1100,nan,nan,nan,nan,nan,nan,nan
70672,14D2170598,Physician Office,Microscopy,Sinai Medical Group Ob/Gyn At Central,645 S Central Ave,Chicago,IL,60644,(773) 854-5328,nan,nan,nan,nan,nan,nan,nan
70673,14D2170694,Physician Office,Registration,"Derick Dermatology, L L C",263 Shuman Blvd - Ste 125,Naperville,IL,60563,(847) 381-8899,nan,nan,nan,nan,nan,nan,nan
70675,14D2172245,Physician Office,Registration,Heartland Women's Healthcare - Laboratory,1407 Mcpherson Ave,Mount Vernon,IL,62864,(618) 997-5266,nan,nan,nan,nan,nan,nan,nan
70676,14D2172482,Physician Office,Microscopy,"Urology Of St Louis, Inc",326 Fountains Parkway,Fairview Heights,IL,62208,(618) 489-8030,nan,nan,nan,nan,nan,nan,nan
70677,14D2172502,Physician Office,Registration,"Advanced Surgical Technology, L L C",4200 Williamson Pl - Ste 1a,Mount Vernon,IL,62864,(618) 899-9200,nan,nan,nan,nan,nan,nan,nan
70679,14D2173149,Physician Office,Registration,Dupage Medical Group - Lockport (R/G),1206 E 9th St - Ste 300,Lockport,IL,60441,(630) 545-7811,nan,nan,nan,nan,nan,nan,nan
70680,14D2173594,Physician Office,Microscopy,Illinois Dermatology Institute,1304 E 47th St - Ste 200,Chicago,IL,60653,(773) 831-9190,nan,nan,nan,nan,nan,nan,nan
70681,14D2173727,Physician Office,Microscopy,Mokena Urology,19401 Wolf Rd,Mokena,IL,60448,(708) 995-1917,nan,nan,nan,nan,nan,nan,nan
70682,15D0681970,Physician Office,Microscopy,South Bend Clinic Granger Lab,52500 Fir Rd,Granger,IN,46530,(574) 239-1400,nan,nan,nan,nan,nan,nan,nan
70683,15D0685102,Hospital,Accreditation,Greene County General Hospital,1185 N 1000 W,Linton,IN,47441,(812) 847-5212,nan,nan,nan,nan,nan,nan,nan
70684,15D0693199,Physician Office,Microscopy,Umg Dermatology,422 Poplar St,Terre Haute,IN,47807,(812) 242-3366,nan,nan,nan,nan,nan,nan,nan
70685,15D0725343,Physician Office,Microscopy,Laufer Family Medicine,1263 Hospital Drive Suite 240,Corydon,IN,47112,(812) 738-3293,nan,nan,nan,nan,nan,nan,nan
70687,15D0890822,Physician Office,Microscopy,Iu Health Physicians,4880 Century Plaza Rd Ste 145,Indianapolis,IN,46254,(317) 216-2400,nan,nan,nan,nan,nan,nan,nan
70688,15D0955447,Physician Office,Microscopy,Beacon Medical Group Goshen,2120 Rieth Blvd Ste 300,Goshen,IN,46526,(574) 875-6911,nan,nan,nan,nan,nan,nan,nan
70689,15D0974012,Physician Office,Microscopy,Franciscan Physician Network - Kfm,"1001 Hadley Road, Suite 101 Attn Tanisha Chaney",Mooresville,IN,46158,(317) 831-9340,nan,nan,nan,nan,nan,nan,nan
70690,15D1014598,Hospital,Registration,Regency Hospital - Northwest Indiana,"4321 Fir Street, 4th Floor",East Chicago,IN,46312,(717) 418-2626,nan,nan,nan,nan,nan,nan,nan
70692,15D2028591,Physician Office,Microscopy,American Health Network Of Indiana LLC,18077 River Avenue Ste 104,Noblesville,IN,46062,(317) 674-0206,nan,nan,nan,nan,nan,nan,nan
70693,15D2048814,Physician Office,Compliance,Corydon Pain Management Clinic,2230 Edsel Ln Nw,Corydon,IN,47112,(812) 734-0303,nan,nan,nan,nan,nan,nan,nan
70694,15D2064749,Physician Office,Compliance,Iu Health Outpatient Lab Services,1614 25th St,Bedford,IN,47421,(812) 277-3857,nan,nan,nan,nan,nan,nan,nan
70695,15D2066237,Hospital,Microscopy,Iu Health-University Hospital Reproductive Endo,550 University Blvd Suite 4926,Indianapolis,IN,46202,(317) 944-5023,nan,nan,nan,nan,nan,nan,nan
70697,15D2112717,Physician Office,Registration,Vibrant Vitality Medical Wellness,509 Sheridan Rd,Noblesville,IN,46060,(317) 678-6402,nan,nan,nan,nan,nan,nan,nan
70698,15D2114276,Physician Office,Microscopy,Ppg Dermatology,10620 Corporate Drive,Fort Wayne,IN,46845,(260) 425-6046,nan,nan,nan,nan,nan,nan,nan
70699,15D2119635,Physician Office,Registration,Opioid Management LLC,821 North State Road 135,Greenwood,IN,46142,(317) 560-4300,nan,nan,nan,nan,nan,nan,nan
70700,15D2149568,Physician Office,Microscopy,Adams Medical Group - Woodcrest,1300 Mercer Avenue,Decatur,IN,46733,(260) 728-3804,nan,nan,nan,nan,nan,nan,nan
70702,15D2154183,Physician Office,Microscopy,Ppg Obgyn Warsaw,1355 Mariners Dr,Warsaw,IN,46582,(260) 425-6046,nan,nan,nan,nan,nan,nan,nan
70703,15D2154556,Physician Office,Microscopy,Franciscan Physician Network - Hp Lp,900 I St/2nd Floor - Dr Mcclure,La Porte,IN,46350,(219) 324-1960,nan,nan,nan,nan,nan,nan,nan
70704,15D2155206,Physician Office,Microscopy,Carpenter Family Care,981 State Route 46 East,Batesville,IN,47006,(719) 588-1958,nan,nan,nan,nan,nan,nan,nan
70706,15D2156226,Physician Office,Microscopy,Franciscan Physician Network-North,107 N State Road 135 Ste 103,Greenwood,IN,46142,(317) 528-8760,nan,nan,nan,nan,nan,nan,nan
70707,15D2156297,Physician Office,Microscopy,Kohles Family Practice LLC,1815 University Blvd,Anderson,IN,46012,(765) 393-1488,nan,nan,nan,nan,nan,nan,nan
70708,15D2156820,Physician Office,Microscopy,Johnstone Family Practice,7855 S Emerson Avenue Ste H,Indianapolis,IN,46237,(317) 884-3725,nan,nan,nan,nan,nan,nan,nan
70709,15D2157022,Physician Office,Microscopy,Columbus Regional Health Physicians,4001 Goeller Blvd Suite A,Columbus,IN,47201,(812) 375-3330,nan,nan,nan,nan,nan,nan,nan
70710,15D2157324,Physician Office,Microscopy,Ppg Warrne Family Medicine,470 Bennett,Warren,IN,46792,(260) 425-6046,nan,nan,nan,nan,nan,nan,nan
70711,15D2158135,Physician Office,Microscopy,Marshall County Multispecialty Clinic,1919 Lake Ave Ste 107,Plymouth,IN,46563,(574) 948-5085,nan,nan,nan,nan,nan,nan,nan
70713,15D2158480,Physician Office,Compliance,Ball Memorial Physicians Family,221 N Celia Ave,Muncie,IN,47303,(765) 282-8958,nan,nan,nan,nan,nan,nan,nan
70714,15D2159530,Physician Office,Microscopy,Government Center Clinic By Ourhealth,"402 W Washington St, Room W041",Indianapolis,IN,46204,(866) 434-3255,nan,nan,nan,nan,nan,nan,nan
70715,15D2159861,Physician Office,Microscopy,Ourhealth At Finish Line,3308 N Mitthoeffer Rd,Indianapolis,IN,46235,(866) 434-3255,nan,nan,nan,nan,nan,nan,nan
70716,15D2159892,Physician Office,Microscopy,Witham Health Services Of Frankfort,2485 E Wabash St Ste 110,Frankfort,IN,46041,(765) 485-8100,nan,nan,nan,nan,nan,nan,nan
70717,15D2160510,Physician Office,Microscopy,"Associated Surgeons & Physicians, LLC",2518 E Dupont Rd 1st Floor,Fort Wayne,IN,46825,(260) 432-4400,nan,nan,nan,nan,nan,nan,nan
70718,15D2160575,Physician Office,Microscopy,Goshen Physicains Family Medicine,304 E Vistula St,Bristol,IN,46507,(574) 848-4039,nan,nan,nan,nan,nan,nan,nan
70719,15D2160812,Physician Office,Microscopy,Elizabeth Family Clinic,5855 North Hwy 11 Se,Elizabeth,IN,47117,(812) 969-2959,nan,nan,nan,nan,nan,nan,nan
70720,15D2165148,Hospital,Microscopy,Community Hospital - Ldrp,901 Macarthur Blvd,Munster,IN,46321,(219) 703-1827,nan,nan,nan,nan,nan,nan,nan
70722,15D2165187,Physician Office,Registration,"American Oncology Partners, Pc","8550 Naab Rd, Ste 205",Indianapolis,IN,46260,(317) 338-6040,nan,nan,nan,nan,nan,nan,nan
70723,15D2165191,Physician Office,Registration,"American Oncology Partners, Pc",395 Westfield Rd,Noblesville,IN,46060,(317) 770-1184,nan,nan,nan,nan,nan,nan,nan
70725,15D2166315,Hospital,Registration,Beacon Granger Hospital,3220 Beacon Parkway,Granger,IN,46530,(574) 647-5441,nan,nan,nan,nan,nan,nan,nan
70726,15D2166464,Physician Office,Microscopy,Iu Health Physicians Auburn Park Dr,10215 Auburn Park Dr,Fort Wayne,IN,46825,(260) 234-5100,nan,nan,nan,nan,nan,nan,nan
70728,15D2167003,Physician Office,Microscopy,Iu Health Southern Indiana Physicians Nephrology,550 S Landmark,Bloomington,IN,47403,(812) 353-4817,nan,nan,nan,nan,nan,nan,nan
70729,15D2167378,Hospital,Registration,Community Stroke And Rehabilitation,10215 Broadway Avenue,Crown Point,IN,46307,(219) 836-4520,nan,nan,nan,nan,nan,nan,nan
70730,15D2167452,Physician Office,Microscopy,Ascension St Vincent Northside,14020 Old State Rd,Evansville,IN,47725,(812) 469-4745,nan,nan,nan,nan,nan,nan,nan
70731,15D2167507,Physician Office,Microscopy,Kar Klinic,11299 N Illinois St,Carmel,IN,46032,(317) 559-2116,nan,nan,nan,nan,nan,nan,nan
70732,15D2169674,Physician Office,Microscopy,Moon And Associates LLC,"12400 N Meridian St, Suite 100",Carmel,IN,46032,(317) 559-3320,nan,nan,nan,nan,nan,nan,nan
70734,15D2170124,Physician Office,Microscopy,Indiana University Health Arnett Ferry,2600 Ferry St,Lafayette,IN,47904,(765) 838-6547,nan,nan,nan,nan,nan,nan,nan
70735,15D2170126,Physician Office,Microscopy,Iu Health Arnett - Ob/Gyn West,253 Sagamore Pkwy West,West Lafayette,IN,47906,(765) 838-6317,nan,nan,nan,nan,nan,nan,nan
70736,15D2170896,Physician Office,Microscopy,Iuh - Arnett Urgent Care Southside,1 Walter Scholer Dr,Lafayette,IN,47909,(765) 838-7544,nan,nan,nan,nan,nan,nan,nan
70737,15D2171429,Physician Office,Microscopy,"Rose M Gillin MD Family Medicine, LLC",1119 S Indiana Ave,Goshen,IN,46526,(574) 201-0284,nan,nan,nan,nan,nan,nan,nan
70738,15D2172067,Physician Office,Microscopy,Iu Health Arnett - Mccarty Family Med,5177 Mccarty Lane,Lafayette,IN,47905,(765) 838-7135,nan,nan,nan,nan,nan,nan,nan
70739,15D2172891,Physician Office,Microscopy,"Community Physicians Of In, Inc",7120 Clearvista Dr Ste 5100,Indianapolis,IN,46256,(317) 621-9210,nan,nan,nan,nan,nan,nan,nan
70741,15D2174032,Physician Office,Microscopy,Ppg Obgyn Dekalb,1316 East 7th St,Auburn,IN,46706,(260) 425-6046,nan,nan,nan,nan,nan,nan,nan
70742,15D2174122,Physician Office,Microscopy,Innovative Women's Health,"10215 Broadway, Suite 203",Crown Point,IN,46307,(219) 759-6092,nan,nan,nan,nan,nan,nan,nan
70743,16D0387451,Physician Office,Microscopy,Keokuk - Great River Health System,3285 Main Street,Keokuk,IA,52632-3433,(319) 768-3495,nan,nan,nan,nan,nan,nan,nan
70744,16D0677842,Physician Office,Microscopy,Chi Health Clinic Primary Care-Valley View,"1288 Valley View Dr, Suite 100",Council Bluffs,IA,51503,(712) 328-8800,nan,nan,nan,nan,nan,nan,nan
70745,16D1083769,Physician Office,Microscopy,"Fred C Marsh, MD","2575 North Ankeny Blvd, Suite 201",Ankeny,IA,50023,(515) 963-1826,nan,nan,nan,nan,nan,nan,nan
70746,16D1097276,Hospital,Accreditation,Iowa Methodist West Hospital,1660 60th Street,West Des Moines,IA,50266,(515) 343-1720,nan,nan,nan,nan,nan,nan,nan
70747,16D2024404,Physician Office,Microscopy,Unitypoint Clinic,40 East Hickman Road,Waukee,IA,50263-5011,(515) 987-6610,nan,nan,nan,nan,nan,nan,nan
70748,16D2091546,Physician Office,Microscopy,Ui Health Care- North Liberty,1765 Lininger Lane,North Liberty,IA,52317,(319) 467-7888,nan,nan,nan,nan,nan,nan,nan
70749,16D2157694,Physician Office,Microscopy,Radiant Complexions Dermatology Clinic,"3720 North Ankeny Blvd, Suite 101",Ankeny,IA,50023,(515) 226-3116,nan,nan,nan,nan,nan,nan,nan
70750,16D2159974,Physician Office,Microscopy,Mercyone Des Moines Midwives,"800 E 1st Street, Suite #2200",Ankeny,IA,50021,(515) 643-6888,nan,nan,nan,nan,nan,nan,nan
70752,16D2169432,Physician Office,Microscopy,Comprehensive Women's Health Pc,227 E San Marnan Drive Suite 1,Waterloo,IA,50702,(319) 231-9913,nan,nan,nan,nan,nan,nan,nan
70753,16D2170383,Physician Office,Microscopy,Radiant Complexions Dermatology Clinic - Carroll,"311 S Clark Street, Suite 280",Carroll,IA,51401,(712) 220-7069,nan,nan,nan,nan,nan,nan,nan
70755,16D2171667,Physician Office,Registration,Cornerstone Pediatrics & Family Allergy,6800 Lake Drive Suite 260,West Des Moines,IA,50266,(515) 630-5022,nan,nan,nan,nan,nan,nan,nan
70759,17D1091900,Physician Office,Registration,"Mid-America Polyclinic, Pa",7100 College Blvd,Overland Park,KS,66210,(913) 599-2440,nan,nan,nan,nan,nan,nan,nan
70761,17D2154392,Physician Office,Microscopy,Chennell Family Wellness,1101 N Main St,Mcpherson,KS,67460,(620) 504-5996,nan,nan,nan,nan,nan,nan,nan
70762,17D2156695,Physician Office,Microscopy,Labette Health Women's And Children's Clinic,209 N 6th Street,Independence,KS,67301,(620) 820-5889,nan,nan,nan,nan,nan,nan,nan
70763,17D2159175,Physician Office,Microscopy,"New Woman Obstetrics And Gynecology, LLC",9209 W 110th St,Overland Park,KS,66210,(913) 735-4726,nan,nan,nan,nan,nan,nan,nan
70764,17D2159651,Physician Office,Microscopy,Kmc Dermatology - Olathe,"801 N Mur-Len Road, Suite 112",Olathe,KS,66062,(913) 738-8033,nan,nan,nan,nan,nan,nan,nan
70765,17D2159666,Physician Office,Microscopy,Kmc Dermatology - Emporia,"1602 W 15th Ave, Suite D",Emporia,KS,66801,(602) 208-8518,nan,nan,nan,nan,nan,nan,nan
70766,17D2160607,Hospital,Registration,Rock Regional Hospital Laboratory,3251 N Rock Rd,Derby,KS,67037,(316) 425-2120,nan,nan,nan,nan,nan,nan,nan
70767,17D2166613,Physician Office,Microscopy,Pediatric Dermatology Of Kansas City,2001 Shawnee Mission Parkway,Mission Woods,KS,66205,(913) 228-2000,nan,nan,nan,nan,nan,nan,nan
70770,17D2170807,Physician Office,Registration,"Advanced Dermatology And Skin Cancer Center,pa",210 W 13th Street,Ottawa,KS,66067,(785) 521-7111,nan,nan,nan,nan,nan,nan,nan
70772,17D2174051,Physician Office,Microscopy,"Holy Family Medical, Inc",144 S Hillside Street,Wichita,KS,67211,(316) 682-9900,nan,nan,nan,nan,nan,nan,nan
70773,18D0321446,Physician Office,Microscopy,Robert L Schweitzer MD,3950 Kresge Way Suite 103,Louisville,KY,40207,(502) 895-2489,nan,nan,nan,nan,nan,nan,nan
70775,18D0897017,Physician Office,Microscopy,Deaconess Clinic Henderson,"1300 Merritt Drive, Suite 100",Henderson,KY,42420,(270) 827-0064,nan,nan,nan,nan,nan,nan,nan
70776,18D0907497,Physician Office,Microscopy,Baptist Health Paducah Prime Care Center,Walker Medical Park 2601 Ky Ave Suite 103,Paducah,KY,42003,(270) 415-4860,nan,nan,nan,nan,nan,nan,nan
70778,18D0981890,Physician Office,Registration,"Centerstone Of Kentucky, Inc",600 S Preston St,Louisville,KY,40202-1716,(502) 583-3951,nan,nan,nan,nan,nan,nan,nan
70779,18D0994890,Physician Office,Microscopy,West Kentucky Dermatology,10514 Meeting Street Suite 101,Prospect,KY,40059,(502) 386-8876,nan,nan,nan,nan,nan,nan,nan
70780,18D1005266,Physician Office,Microscopy,"Vinna R Denison, MD",320 North Drive,Hopkinsville,KY,42240,(270) 707-0303,nan,nan,nan,nan,nan,nan,nan
70782,18D1084559,Physician Office,Microscopy,"Kidney And Hypertension Center,the",238 Barnes Road,Williamstown,KY,41097,(513) 241-5630,nan,nan,nan,nan,nan,nan,nan
70784,18D2033727,Physician Office,Microscopy,Deaconess Urgent Care & Comp Center Henderson,340 Starlite Drive,Henderson,KY,42420,(270) 844-8027,nan,nan,nan,nan,nan,nan,nan
70786,18D2067425,Physician Office,Microscopy,Barnstable Brown Diabetes And Endocrinology Center,"2195 Harrodsburg Road, Ste 125",Lexington,KY,40504,(859) 323-2232,nan,nan,nan,nan,nan,nan,nan
70787,18D2074274,Physician Office,Accreditation,Hardin Memorial Cancer Care Services,521 Robinbrooke Blvd,Elizabethtown,KY,42701,(270) 706-5065,nan,nan,nan,nan,nan,nan,nan
70788,18D2089947,Physician Office,Compliance,Bluegrass Extended Care,989 Governors Lane Ste180,Lexington,KY,40513,(859) 338-3958,nan,nan,nan,nan,nan,nan,nan
70789,18D2101066,Physician Office,Registration,Zhou Pain Management Center,1230 S Hurstbourne Pkwy Unit 120,Louisville,KY,40222,(502) 425-3225,nan,nan,nan,nan,nan,nan,nan
70790,18D2112232,Physician Office,Microscopy,Baptist Health Medical Group- Family Medicine,"200 Clinic Drive, 5th Floor",Madisonville,KY,42431,(270) 825-7295,nan,nan,nan,nan,nan,nan,nan
70793,18D2124836,Physician Office,Compliance,Commonwealth Integrity Pain Center Pllc,3260 Blazer Parkway Ste 102,Lexington,KY,40509,(859) 948-0121,nan,nan,nan,nan,nan,nan,nan
70795,18D2126727,Physician Office,Compliance,Teal Group Dba United Medical Group,258 North Levisa Road,Mouthcard,KY,41548,(606) 835-1272,nan,nan,nan,nan,nan,nan,nan
